"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.046539167E0,-2.340562073E0,4.586483745E0,2.758684770E0,5.841609848E0
3.056619167E0,8.574251783E-1,3.271344665E0,1.094827104E0,3.554647695E0
3.066699167E0,3.140291605E0,4.045164892E0,-1.010921021E0,5.219842112E0
3.076779167E0,3.658306965E0,3.286796809E0,-2.157947096E-1,4.922683259E0
3.086859167E0,2.732288100E0,1.770318506E0,2.361802669E0,4.022130992E0
3.096939167E0,1.303118666E0,1.081085562E0,3.765294054E0,4.128474726E0
3.107018167E0,-1.227505982E-1,1.742588086E0,4.494468451E0,4.822025259E0
3.117098167E0,-1.352908877E0,3.026673481E0,4.979631522E0,5.982294282E0
3.127178167E0,-2.182373840E0,4.116015311E0,5.318945446E0,7.070750899E0
3.137258167E0,-2.682776216E0,4.349682036E0,4.952261290E0,7.116313225E0
3.147338167E0,-3.044275646E0,3.984701466E0,4.061631528E0,6.453085359E0
