"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.602330083E0,-8.499106876E0,7.158232153E0,2.747273344E-1,1.111533087E1
2.612411083E0,-7.617298223E0,8.463900790E0,1.973041180E0,1.155654534E1
2.622492083E0,-5.566821197E0,8.052632200E0,2.500008042E0,1.010368367E1
2.632573083E0,-3.279479896E0,6.052985018E0,1.021450395E0,6.959667875E0
2.642653625E0,-1.977383907E0,3.934239995E0,-1.012813765E-1,4.404378432E0
2.652734625E0,-1.287541099E0,2.342042003E0,-1.324066901E-1,2.675902532E0
2.662815625E0,-7.242144960E-1,1.056323481E0,3.751348445E-1,1.334553140E0
2.672895625E0,-1.581531501E-1,4.532972074E-1,8.469042832E-1,9.735181775E-1
2.682976625E0,5.959640068E-1,9.407497555E-1,1.590521595E0,1.941633885E0
2.693057625E0,1.588597861E0,1.180450514E0,2.123386543E0,2.902736122E0
2.703138625E0,2.629808044E0,4.785747206E-1,2.693215835E0,3.794513888E0
2.713219625E0,3.383657983E0,-7.030925989E-1,3.658458992E0,5.032673519E0
2.723300625E0,3.480052257E0,-2.285753782E0,4.590698710E0,6.197576035E0
2.733381625E0,2.882965000E0,-4.128887957E0,5.234964226E0,7.263886935E0
2.743462625E0,1.968972103E0,-6.074496340E0,5.076312894E0,8.157530847E0
2.753543625E0,1.098371978E0,-6.418096274E0,4.595272987E0,7.969624496E0
2.763623625E0,7.441634417E-2,-5.420421535E0,4.602644572E0,7.111318054E0
2.773704625E0,-5.614332747E-1,-6.194330932E0,3.812938921E0,7.295440099E0
2.783785625E0,-1.009793970E0,-7.631305813E0,2.133306929E0,7.987960361E0
2.793866625E0,-1.369368204E0,-8.139525917E0,-3.504236341E-3,8.253912025E0
2.803947625E0,-1.399152167E0,-7.511285280E0,-2.731167188E0,8.113957577E0
2.814028625E0,-1.369597415E0,-6.573344527E0,-4.522637705E0,8.095610363E0
2.824109625E0,-9.964561790E-1,-5.563578916E0,-5.183056739E0,7.668794718E0
2.834190625E0,8.268164662E-1,-3.544245914E0,-7.244258144E0,8.107069792E0
2.844271625E0,2.792054537E0,-1.084117051E0,-5.189220289E0,5.991567869E0
2.854351625E0,3.565101762E0,3.407283658E-1,-4.664382398E-1,3.611593973E0
2.864432625E0,2.669519701E0,1.925527875E0,-3.556571844E0,4.845946380E0
2.874513625E0,1.046301938E0,3.870374951E0,-6.476805242E0,7.617319486E0
2.884594625E0,-1.980364233E-1,4.728260306E0,-1.932303044E0,5.111698250E0
2.894675625E0,3.792252642E-1,4.292380199E0,-2.899960517E0,5.194045685E0
2.904756625E0,1.760332924E0,3.008853799E0,-9.016132302E0,9.666572033E0
2.914837625E0,2.250906131E0,2.622838748E0,-1.120831251E1,1.172911466E1
2.924918625E0,1.906330882E0,4.042884770E0,-8.146313950E0,9.292009775E0
2.934999625E0,2.875214808E0,2.866554789E0,1.615628954E0,4.369697182E0
2.945079625E0,4.597395526E0,-2.636515385E-1,3.675206587E0,5.891748570E0
2.955160625E0,2.983588857E0,-1.548221083E0,-5.338994964E0,6.309014044E0
2.965241625E0,-4.604413354E-1,7.595006883E-2,-6.721244584E0,6.737425576E0
2.975322625E0,-2.844024298E0,1.321764268E0,-4.841706522E0,5.768678967E0
2.985403625E0,-3.521079538E0,1.632019869E0,-3.435010570E0,5.182739389E0
2.995484625E0,-2.200274798E0,1.460934432E0,-8.362760916E-1,2.770360320E0
3.005565625E0,6.316498563E-1,5.710344028E-1,-2.515697291E-1,8.878902853E-1
3.015646625E0,2.796944856E0,-3.139913875E-1,-2.779560207E0,3.955685284E0
3.025726625E0,4.045553732E0,-8.926365262E-1,-3.289377478E0,5.289925250E0
3.035807625E0,4.704234389E0,-1.078324215E0,-1.748851039E0,5.133330717E0
3.045888625E0,4.572853300E0,-8.099738538E-1,-9.451559249E-1,4.739236718E0
3.055969625E0,3.909075625E0,-5.907903904E-1,-1.280441702E0,4.155651150E0
3.066050625E0,3.720321657E0,-1.162026522E0,-1.077927189E0,4.043887473E0
3.076131625E0,3.862418353E0,-1.922432359E0,-2.232847005E-1,4.320171034E0
3.086212625E0,3.854742420E0,-2.013102794E0,4.447690433E-1,4.371434717E0
3.096293625E0,3.825514821E0,-1.687188349E0,6.178624141E-1,4.226455031E0
3.106374625E0,3.774339404E0,-1.362645661E0,6.202106559E-1,4.060431306E0
3.116454625E0,3.747709723E0,-1.215715072E0,5.578635496E-1,3.979259107E0
3.126535625E0,3.595396187E0,-1.038827443E0,3.634749117E-1,3.760073165E0
3.136616625E0,3.291553519E0,-1.147928885E0,1.930996192E-1,3.491325358E0
3.146697625E0,2.819373021E0,-1.208865643E0,-2.129278198E-2,3.067682147E0
3.156778625E0,2.035045640E0,-9.048899513E-1,3.280287981E-3,2.227161274E0
3.166859625E0,1.318706174E0,-5.747701889E-1,-8.990225628E-2,1.441328956E0
